Symbol,Company Name,ISIN Code,Series
MSTCLTD,Mstc Limited,INE255X01014,EQ
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ
MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ
MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ
MUKANDLTD,Mukand Limited,INE304A01026,EQ
MUKESHB,Mukesh Babu Financial Services Limited,INE596B01017,EQ
MUKKA,Mukka Proteins Limited,INE0CG401037,EQ
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ
MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ
MVELECTRO,MV Electrosystems Limited,INE0OWZ01020,EQ
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ
MWL,Mangalam Worldwide Limited,INE0JYY01029,EQ
NACLIND,NACL Industries Limited,INE295D01020,EQ
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,EQ
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,EQ
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ
NARMADA,Narmada Agrobase Limited,INE117Z01029,EQ
NATCAPSUQ,Natural Capsules Limited,INE936B01015,EQ
NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ
NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ
NATIONSTD,National Standard (India) Limited,INE166R01015,EQ
NAUKRI,Info Edge (India) Limited,INE663F01032,EQ
NAVA,NAVA LIMITED,INE725A01030,EQ
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ
NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ
NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ
NAZARA,Nazara Technologies Limited,INE418L01047,EQ
NBCC,NBCC (India) Limited,INE095N01031,EQ
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ
NCC,NCC Limited,INE868B01028,EQ
NCLIND,NCL Industries Limited,INE732C01016,EQ
NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ
NDL,Nandan Denim Limited,INE875G01048,EQ
NDLVENTURE,NDL Ventures Limited,INE353A01023,EQ
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ
NDTV,New Delhi Television Limited,INE155G01029,EQ
NEAGI,Neelamalai Agro Industries Limited,INE605D01012,EQ
NECLIFE,Nectar Lifesciences Limited,INE023H01027,EQ
NELCAST,Nelcast Limited,INE189I01024,EQ
NELCO,NELCO Limited,INE045B01015,EQ
NEOGEN,Neogen Chemicals Limited,INE136S01016,EQ
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,EQ
NESCO,Nesco Limited,INE317F01035,EQ
NESTLEIND,Nestle India Limited,INE239A01024,EQ
NETWEB,Netweb Technologies India Limited,INE0NT901020,EQ
NETWORK18,Network18 Media & Investments Limited,INE870H01013,EQ
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,EQ
NEWGEN,Newgen Software Technologies Limited,INE619B01017,EQ
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,EQ
NFL,National Fertilizers Limited,INE870D01012,EQ
NGIL,Nakoda Group of Industries Limited,INE236Y01012,EQ
NGLFINE,NGL Fine-Chem Limited,INE887E01022,EQ
NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ
NHPC,NHPC Limited,INE848E01016,EQ
NIACL,The New India Assurance Company Limited,INE470Y01017,EQ
NIBE,NIBE Limited,INE149O01018,EQ
NIBL,NRB Industrial Bearings Limited,INE047O01014,EQ
NICCOPAR,Nicco Parks & Resorts Limited,INE653C01022,EQ
NIITLTD,NIIT Limited,INE161A01038,EQ
NIITMTS,NIIT Learning Systems Limited,INE342G01023,EQ
NILAINFRA,Nila Infrastructures Limited,INE937C01029,EQ
NILASPACES,Nila Spaces Limited,INE00S901012,EQ
NILE,Nile Limited,INE445D01013,EQ
NILKAMAL,Nilkamal Limited,INE310A01015,EQ
NIMBSPROJ,Nimbus Projects Limited,INE875B01015,EQ
NINSYS,NINtec Systems Limited,INE395U01014,EQ
NIPPOBATRY,Indo-National Limited,INE567A01028,EQ
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,EQ
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,EQ
NIRLON,Nirlon Limited,INE910A01012,EQ
NITCO,Nitco Limited,INE858F01012,EQ
NITINSPIN,Nitin Spinners Limited,INE229H01012,EQ
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,EQ
NITTAGELA,Nitta Gelatin India Limited,INE265B01019,EQ
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,EQ
NKIND,NK Industries Limited,INE542C01019,EQ
NLCINDIA,NLC India Limited,INE589A01014,EQ
NMDC,NMDC Limited,INE584A01023,EQ
NOCIL,NOCIL Limited,INE163A01018,EQ
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,EQ
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,EQ
NORTHARC,Northern Arc Capital Limited,INE850M01015,EQ
NOVARTIND,Novartis India Limited,INE234A01025,EQ
NPST,Network People Services Technologies Limited,INE0FFK01017,EQ
NRAIL,N R Agarwal Industries Limited,INE740D01017,EQ
NRBBEARING,NRB Bearing Limited,INE349A01021,EQ
NSIL,Nalwa Sons Investments Limited,INE023A01030,EQ
NSLNISP,NMDC Steel Limited,INE0NNS01018,EQ
NTCIND,NTC Industries Limited,INE920C01017,EQ
NTPC,NTPC Limited,INE733E01010,EQ
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,EQ
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,EQ
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,EQ
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,EQ
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,EQ
OAL,Oriental Aromatics Limited,INE959C01023,EQ
OBCL,OBCL Limited,INE426Z01016,EQ
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,EQ
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,EQ
ODYCORP,Odyssey Corporation Limited,INE839E01023,EQ
OFSS,Oracle Financial Services Software Limited,INE881D01027,EQ
OIL,Oil India Limited,INE274J01014,EQ
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,EQ
OLECTRA,Olectra Greentech Limited,INE260D01016,EQ
OMAXAUTO,Omax Autos Limited,INE090B01011,EQ
OMAXE,Omaxe Limited,INE800H01010,EQ
OMINFRAL,OM INFRA LIMITED,INE239D01028,EQ
OMNI,Omnitech Engineering Limited,INE0UH301010,EQ
OMPOWER,Om Power Transmission Limited,INE25E901019,EQ
ONEGLOBAL,One Global Service Provider Limited,INE670O01013,EQ
ONEPOINT,One Point One Solutions Limited,INE840Y01029,EQ
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,EQ
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,EQ
ONIDA,Onida Electronics Limited,INE831A01028,EQ
ONIXSOLAR,Onix Solar Energy Limited,INE173M01012,EQ
ONWARDTEC,Onward Technologies Limited,INE229A01017,EQ
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,EQ
OPTIFIN,Optimus Finance Limited,INE031G01022,EQ
ORCHASP,Orchasp Limited,INE215B01022,EQ
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,EQ
ORICONENT,Oricon Enterprises Limited,INE730A01022,EQ
ORIENTALTL,Oriental Trimex Limited,INE998H01012,EQ
ORIENTBELL,Orient Bell Limited,INE607D01018,EQ
ORIENTCEM,Orient Cement Limited,INE876N01018,EQ
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,EQ
ORIENTELEC,Orient Electric Limited,INE142Z01019,EQ
ORIENTHOT,Oriental Hotels Limited,INE750A01020,EQ
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,EQ
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,EQ
ORIRAIL,Oriental Rail Infrastructure Limited,INE457G01029,EQ
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,EQ
ORKLAINDIA,Orkla India Limited,INE16NZ01023,EQ
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,EQ
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,EQ
OSWALGREEN,Oswal Greentech Limited,INE143A01010,EQ
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,EQ
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,EQ
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,EQ
PACIFICI,Pacific Industries Limited,INE883C01025,EQ
PAGEIND,Page Industries Limited,INE761H01022,EQ
PAISALO,Paisalo Digital Limited,INE420C01059,EQ
PAKKA,PAKKA LIMITED,INE551D01018,EQ
PALASHSECU,Palash Securities Limited,INE471W01019,EQ
PANACEABIO,Panacea Biotec Limited,INE922B01023,EQ
PANAMAPET,Panama Petrochem Limited,INE305C01029,EQ
PANCHMAHQ,Panchmahal Steel Limited,INE798F01010,EQ
PANORAMA,Panorama Studios International Limited,INE258R01028,EQ
PANSARI,Pansari Developers Limited,INE697V01011,EQ
PAR,Par Drugs And Chemicals Limited,INE04LG01015,EQ
PARACABLES,Paramount Communications Limited,INE074B01023,EQ
PARADEEP,Paradeep Phosphates Limited,INE088F01024,EQ
PARAGMILK,Parag Milk Foods Limited,INE883N01014,EQ
PARAS,Paras Defence and Space Technologies Limited,INE045601023,EQ
PARASPETRO,Paras Petrofils Limited,INE162C01024,EQ
PARKHOSPS,Park Medi World Limited,INE119201023,EQ
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,EQ
PARNAXLAB,Parnax Lab Limited,INE383L01019,EQ
PASHUPATI,Pashupati Cotspin Limited,INE124Y01028,EQ
PATANJALI,Patanjali Foods Limited,INE619A01035,EQ
PATELENG,Patel Engineering Limited,INE244B01030,EQ
PATELRMART,Patel Retail Limited,INE0R8B01010,EQ
PAUSHAKLTD,Paushak Limited,INE111F01024,EQ
PAVNAIND,Pavna Industries Limited,INE07S101038,EQ
PAYTM,One 97 Communications Limited,INE982J01020,EQ
PBMPOLY,PBM Polytex Limited,INE501F01018,EQ
PCBL,PCBL Chemical Limited,INE602A01031,EQ
PCJEWELLER,PC Jeweller Limited,INE785M01021,EQ
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,EQ
PDSL,PDS Limited,INE111Q01021,EQ
PEARLPOLY,Pearl Polymers Limited,INE844A01013,EQ
PENIND,Pennar Industries Limited,INE932A01024,EQ
PERMAGN,Permanent Magnets Limited,INE418E01018,EQ
PERSISTENT,Persistent Systems Limited,INE262H01021,EQ
PETRONET,Petronet LNG Limited,INE347G01014,EQ
PFC,Power Finance Corporation Limited,INE134E01011,EQ
PFIZER,Pfizer Limited,INE182A01018,EQ
PFOCUS,Prime Focus Limited,INE367G01038,EQ
PFS,PTC India Financial Services Limited,INE560K01014,EQ
PGEL,PG Electroplast Limited,INE457L01029,EQ
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,EQ
PGHL,Procter & Gamble Health Limited,INE199A01012,EQ
PGIL,Pearl Global Industries Limited,INE940H01022,EQ
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,EQ
PHOENXINTL,Phoenix International Limited,INE245B01011,EQ
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,EQ
PIDILITIND,Pidilite Industries Limited,INE318A01026,EQ
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,EQ
PIIND,PI Industries Limited,INE603J01030,EQ
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,EQ
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,EQ
PINELABS,Pine Labs Limited,INE15B701018,EQ
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,EQ
PIRAMALFIN,Piramal Finance Limited,INE202B01038,EQ
PITTIENG,Pitti Engineering Limited,INE450D01021,EQ
PIXTRANS,Pix Transmissions Limited,INE751B01018,EQ
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,EQ
PLASTIBLEN,Plastiblends India Limited,INE083C01022,EQ
PLATIND,Platinum Industries Limited,INE0PT501018,EQ
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,EQ
PML,Paul Merchants Limited,INE291E01019,EQ
PNB,Punjab National Bank,INE160A01022,EQ
PNBGILTS,PNB Gilts Limited,INE859A01011,EQ
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,EQ
PNC,Pritish Nandy Communications Limited,INE392B01011,EQ
PNCINFRA,PNC Infratech Limited,INE195J01029,EQ
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,EQ
PNGSREVA,PNGS Reva Diamond Jewellery Limited,INE1RDG01013,EQ
POCL,Pondy Oxides & Chemicals Limited,INE063E01061,EQ
PODDARMENT,Poddar Pigments Limited,INE371C01013,EQ
POEL,POCL Enterprises Limited,INE035S01028,EQ
POKARNA,Pokarna Limited,INE637C01025,EQ
POLICYBZR,PB Fintech Limited,INE417T01026,EQ
POLYCAB,Polycab India Limited,INE455K01017,EQ
POLYMED,Poly Medicure Limited,INE205C01021,EQ
POLYPLEX,Polyplex Corporation Limited,INE633B01018,EQ
POLYSPIN,Polyspin Exports Limited,INE914G01029,EQ
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,EQ
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,EQ
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,EQ
POWERICA,Powerica Limited,INE921L01032,EQ
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,EQ
POWERMECH,Power Mech Projects Limited,INE211R01019,EQ
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,EQ
PRABHA,Prabha Energy Limited,INE0I0M01023,EQ
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,EQ
PRAJIND,Praj Industries Limited,INE074A01025,EQ
PRAKASH,Prakash Industries Limited,INE603A01013,EQ
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,EQ
PRAVEG,Praveg Limited,INE722B01019,EQ
PRAXIS,Praxis Home Retail Limited,INE546Y01022,EQ
PRECAM,Precision Camshafts Limited,INE484I01029,EQ
PRECOT,Precot Limited,INE283A01014,EQ
PRECWIRE,Precision Wires India Limited,INE372C01037,EQ
PREMCO,Premco Global Limited,INE001E01012,EQ
PREMEXPLN,Premier Explosives Limited,INE863B01029,EQ
PREMIERENE,Premier Energies Limited,INE0BS701011,EQ
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,EQ
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,EQ
PRICOLLTD,Pricol Limited,INE726V01018,EQ
PRIMESECU,Prime Securities Limited,INE032B01021,EQ
PRIMO,Primo Chemicals Limited,INE607A01022,EQ
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,EQ
PRISMX,Prismx Global Ventures Limited,INE286N01028,EQ
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,EQ
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,EQ
PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ
PROZONER,Prozone Realty Limited,INE195N01013,EQ
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ
PSB,Punjab & Sind Bank,INE608A01012,EQ
PSPPROJECT,PSP Projects Limited,INE488V01015,EQ
PTC,PTC India Limited,INE877F01012,EQ
PTCIL,PTC Industries Limited,INE596F01018,EQ
PTL,PTL Enterprises Limited,INE034D01049,EQ
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ
PURVA,Puravankara Limited,INE323I01011,EQ
PVP,PVP Ventures Limited,INE362A01016,EQ
PVRINOX,PVR INOX Limited,INE191H01014,EQ
PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ
PWL,Physicswallah Limited,INE0LP301011,EQ
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,EQ
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ
QUESS,Quess Corp Limited,INE615P01015,EQ
QUINT,Quint Digital Limited,INE641R01017,EQ
RACE,Race Eco Chain Limited,INE084Q01012,EQ
RACLGEAR,RACL Geartech Limited,INE704B01017,EQ
RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ
RADICO,Radico Khaitan Limited,INE944F01028,EQ
RADIOCITY,Music Broadcast Limited,INE919I01024,EQ
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,EQ
RAIN,Rain Industries Limited,INE855B01025,EQ
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,EQ
RAJMET,Rajnandini Metal Limited,INE00KV01022,EQ
RAJPALAYAM,Rajapalayam Mills Limited,INE296E01026,EQ
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ
RAJTV,Raj Television Network Limited,INE952H01027,EQ
RALLIS,Rallis India Limited,INE613A01020,EQ
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,EQ
RAMAPHO,Rama Phosphates Limited,INE809A01032,EQ
RAMBHAJO,Advit Jewels Limited,INE1SJO01012,EQ
RAMCOCEM,The Ramco Cements Limited,INE331A01037,EQ
RAMCOIND,Ramco Industries Limited,INE614A01028,EQ
RAMCOSYS,Ramco Systems Limited,INE246B01019,EQ
RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ
RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ
RANASUG,Rana Sugars Limited,INE625B01014,EQ
RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ
RAYMOND,Raymond Limited,INE301A01014,EQ
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ
RAYMONDREL,Raymond Realty Limited,INE1SY401010,EQ
RBA,Restaurant Brands Asia Limited,INE07T201019,EQ
RBLBANK,RBL Bank Limited,INE976G01028,EQ
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ
RECLTD,REC Limited,INE020B01018,EQ
REDINGTON,Redington Limited,INE891D01026,EQ
REDTAPE,Redtape Limited,INE0LXT01019,EQ
REFEX,Refex Industries Limited,INE056I01025,EQ
REGAAL,Regaal Resources Limited,INE0MHO01029,EQ
REGENCERAM,Regency Ceramics Limited,INE277C01012,EQ
RELAXO,Relaxo Footwears Limited,INE131B01039,EQ
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ
RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ
RELIANCE,Reliance Industries Limited,INE002A01018,EQ
RELIGARE,Religare Enterprises Limited,INE621H01010,EQ
RELTD,Ravindra Energy Limited,INE206N01018,EQ
REMSONSIND,Remsons Industries Limited,INE474C01023,EQ
RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ
REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ
REPRO,Repro India Limited,INE461B01014,EQ
RESPONIND,Responsive Industries Limited,INE688D01026,EQ
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ
RGL,Renaissance Global Limited,INE722H01024,EQ
RHETAN,Rhetan TMT Limited,INE0KKN01029,EQ
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,EQ
RHL,Robust Hotels Limited,INE508K01013,EQ
RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ
RIR,RIR Power Electronics Limited,INE302D01024,EQ
RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ
RITCO,Ritco Logistics Limited,INE01EG01016,EQ
RITES,RITES Limited,INE320J01015,EQ
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ
RKEC,RKEC Projects Limited,INE786W01010,EQ
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,EQ
RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ
RMC,RMC Switchgears Limited,INE655V01019,EQ
RML,Rane (Madras) Limited,INE050H01012,EQ
RNBDENIMS,R&B Denims Limited,INE012Q01039,EQ
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ
ROLEXRINGS,Rolex Rings Limited,INE645S01024,EQ
ROML,Raj Oil Mills Limited,INE294G01026,EQ
ROSSARI,Rossari Biotech Limited,INE02A801020,EQ
ROSSELLIND,Rossell India Limited,INE847C01020,EQ
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,EQ
ROTO,Roto Pumps Limited,INE535D01037,EQ
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ
RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ
RPOWER,Reliance Power Limited,INE614G01033,EQ
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,EQ
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ
RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ
RRECL,RDB Real Estate Constructions Limited,INE0AK901016,EQ
RRIL,RRIL Limited,INE951M01037,EQ
RRKABEL,R R Kabel Limited,INE777K01022,EQ
RSL,Rajputana Stainless Limited,INE313L01016,EQ
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,EQ
RSYSTEMS,R Systems International Limited,INE411H01032,EQ
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ
RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ
RTSPOWR,RTS Power Corporation Limited,INE005C01017,EQ
RUBFILA,Rubfila International Limited,INE642C01025,EQ
RUBICON,Rubicon Research Limited,INE506V01022,EQ
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,EQ
RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ
RUDRA,Rudra Global Infra Products Limited,INE027T01023,EQ
RUPA,Rupa & Company Limited,INE895B01021,EQ
RUSHIL,Rushil Decor Limited,INE573K01025,EQ
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ
RVHL,Ravinder Heights Limited,INE09E501017,EQ
RVNL,Rail Vikas Nigam Limited,INE415G01027,EQ
RVTH,Revathi Equipment India Limited,INE0DAB01012,EQ
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,EQ
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,EQ
SAB,SAB Industries Limited,INE137M01017,EQ
SADBHAV,Sadbhav Engineering Limited,INE226H01026,EQ
SAFARI,Safari Industries (India) Limited,INE429E01023,EQ
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ
SAGCEM,Sagar Cements Limited,INE229C01021,EQ
SAGILITY,SAGILITY LIMITED,INE0W2G01015,EQ
SAHLIBHFI,Shalibhadra Finance Limited,INE861D01011,EQ
SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ
SAICAPI,Sai Capital Limited,INE531X01018,EQ
SAIL,Steel Authority of India Limited,INE114A01011,EQ
SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ
SAIPARENT,Sai Parenterals Limited,INE0H9F01037,EQ
SAKAR,Sakar Healthcare Limited,INE732S01012,EQ
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ
SAKSOFT,Saksoft Limited,INE667G01023,EQ
SAKUMA,Sakuma Exports Limited,INE190H01024,EQ
SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ
SALONA,Salona Cotspin Limited,INE498E01010,EQ
SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ
SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ
SAMBANDAM,Sambandam Spinning Mills Limited,INE304D01012,EQ
SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ
SAMHI,Samhi Hotels Limited,INE08U801020,EQ
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ
SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ
SANDESH,The Sandesh Limited,INE583B01015,EQ
SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ
SANGAMIND,Sangam (India) Limited,INE495C01010,EQ
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ
SANOFI,Sanofi India Limited,INE058A01010,EQ
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ
SANSERA,Sansera Engineering Limited,INE953O01021,EQ
SANSTAR,Sanstar Limited,INE08NE01025,EQ
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ
SAPPL,Shree Ajit Pulp & Paper Limited,INE185C01017,EQ
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ
SAREGAMA,Saregama India Limited,INE979A01025,EQ
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,EQ
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ
SASKEN,Sasken Technologies Limited,INE231F01020,EQ
SATIA,Satia Industries Limited,INE170E01023,EQ
SATIN,Satin Creditcare Network Limited,INE836B01017,EQ
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ
SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014,EQ
SAYAJIIND,Sayaji Industries Limited,INE327G01032,EQ
SBC,SBC Exports Limited,INE04AK01028,EQ
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ
SBFC,SBFC Finance Limited,INE423Y01016,EQ
SBGLP,Suratwwala Business Group Limited,INE05ST01028,EQ
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ
SBIFUNDS,SBI Funds Management Limited,INE640G01020,EQ
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ
SBIN,State Bank of India,INE062A01020,EQ
SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ
SCHAND,S Chand And Company Limited,INE807K01035,EQ
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,EQ
SCI,Shipping Corporation Of India Limited,INE109A01011,EQ
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ
SCODATUBES,Scoda Tubes Limited,INE090501011,EQ
SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ
SEAMECLTD,Seamec Limited,INE497B01018,EQ
SECMARK,SecMark Consultancy Limited,INE0BTM01013,EQ
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,EQ
SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019,EQ
SEIL,Shanti Educational Initiatives Limited,INE440T01028,EQ
